iter	Logloss
293	0.5097737091
294	0.5096383379
295	0.5094873942
296	0.5093639418
297	0.5092279139
298	0.5090447501
299	0.5088989809
300	0.5087312948
301	0.5085210545
302	0.5084188686
303	0.5082643643
304	0.5081546132
305	0.5080038337
306	0.5077935596
307	0.507655335
308	0.5074852129
309	0.5072918919
310	0.5071654978
311	0.507061751
312	0.5068327545
313	0.5066718231
314	0.5065949698
315	0.5064065784
316	0.50632653
317	0.5062241989
318	0.5060567855
319	0.5059438874
320	0.5058147512
321	0.5055995838
322	0.5055183286
323	0.5053189771
324	0.5051899414
325	0.5050819746
326	0.5049682549
327	0.5048762583
328	0.504789524
329	0.5046731992
330	0.5045512056
331	0.504388089
332	0.5042922775
333	0.5041813774
334	0.5040530273
335	0.5038825278
336	0.5036580312
337	0.5035777662
338	0.5034077608
339	0.5032453019
340	0.5031543302
341	0.5030228435
342	0.5029432688
343	0.5027904287
344	0.5026980564
345	0.5026258545
346	0.5024797966
347	0.5022743169
348	0.5021447811
349	0.5020880655
350	0.5018601228
351	0.5017264782
352	0.5016436191
353	0.5014950254
354	0.5013849819
355	0.5011330019
356	0.5009168003
357	0.5008350043
358	0.5007024523
359	0.5005555412
360	0.5004283252
361	0.5002692665
362	0.5001149439
363	0.4999240782
364	0.4997269579
365	0.4995287942
366	0.4992977408
367	0.4990550567
368	0.4989190271
369	0.4987236244
370	0.4986111482
371	0.4984094131
372	0.4981933
373	0.4980825664
374	0.4978875022
375	0.4978343249
376	0.4977159695
377	0.4975123691
378	0.4973104647
379	0.4971463581
380	0.4969092292
381	0.4968711817
382	0.4966945397
383	0.4965154372
384	0.496441164
385	0.4962402535
386	0.4961231335
387	0.4959818685
388	0.4957385815
389	0.4955807108
390	0.4953895451
391	0.4952089019
392	0.495040075
393	0.4948524679
394	0.494648774
395	0.4944929048
396	0.4942998056
397	0.4941299791
398	0.4939868914
399	0.4938302358
400	0.4936536749
401	0.4934709448
402	0.4932237413
403	0.4929973065
404	0.4927814423
405	0.4925530968
406	0.4925366457
407	0.4923088044
408	0.4922190263
409	0.4920634442
410	0.4918779115
411	0.4917191665
412	0.4915461476
413	0.4913481753
414	0.4912154486
415	0.491181935
416	0.4909901674
417	0.4908664027
418	0.4907340099
419	0.4905349867
420	0.4904111824
421	0.4902280396
422	0.4901266836
423	0.490065594
424	0.4898556683
425	0.4897026828
426	0.4895917559
427	0.4894078602
428	0.4893020467
429	0.4891124116
430	0.4889831304
431	0.4887477268
432	0.4886281465
433	0.4884474368
434	0.4883961151
435	0.4881319581
436	0.4879498713
437	0.4878511584
438	0.4877300031
439	0.4876136851
440	0.4873701826
441	0.4872282149
442	0.4870554449
443	0.4867548907
444	0.4865977045
445	0.486465817
446	0.4863445777
447	0.4862007321
448	0.4859828856
449	0.4857712269
450	0.4855630889
451	0.4853964589
452	0.4851886949
453	0.4850874125
454	0.4849309505
455	0.4847896703
456	0.4846785266
457	0.484525737
458	0.4844722605
459	0.4843550432
460	0.4841987983
461	0.4840338326
462	0.4838804905
463	0.4836793375
464	0.4834652368
465	0.4833606694
466	0.4832194987
467	0.483005489
468	0.4828174404
469	0.4826695346
470	0.4825046301
471	0.4824100176
472	0.4822156498
473	0.4820138076
474	0.4819197666
475	0.4817798173
476	0.4816236032
477	0.4814833581
478	0.4813486217
479	0.4811100318
480	0.4809413847
481	0.4808286582
482	0.4806873129
483	0.4804949013
484	0.4803320953
485	0.4803177125
486	0.4801107297
487	0.4800059844
488	0.4799019862
489	0.479694731
490	0.4794878545
491	0.4792910257
492	0.4790761984
493	0.4789686288
494	0.4788068797
495	0.4786218989
496	0.4784918946
497	0.4782863044
498	0.4780618874
499	0.4779118067
500	0.4777956777
501	0.4775944977
502	0.477466271
503	0.4772998448
504	0.4771053873
505	0.4769773703
506	0.4768121283
507	0.476713395
508	0.4764963108
509	0.4762909422
510	0.4761538176
511	0.4760587419
512	0.4758709129
513	0.4756445568
514	0.4755184814
515	0.4753288849
516	0.4751045093
517	0.4748921596
518	0.4747662672
519	0.4745853661
520	0.4744638927
521	0.4743912093
522	0.4742776266
523	0.4741116347
524	0.4739230972
525	0.4737776121
526	0.4736498951
527	0.4735528154
528	0.4733837234
529	0.4732382903
530	0.4730749469
531	0.4730308107
532	0.4727757322
533	0.4726253014
534	0.4724303834
535	0.4723095546
536	0.472185195
537	0.4720225617
538	0.4720011512
539	0.4718199973
540	0.4716396861
541	0.4714684702
542	0.4712981808
543	0.4711228431
544	0.4709950824
545	0.4708105304
546	0.4706735097
547	0.4705163162
548	0.4703840492
549	0.4702551736
550	0.4701930143
551	0.470039772
552	0.4698479856
553	0.4696949015
554	0.4694887762
555	0.4692536646
556	0.4690863872
557	0.4690014973
558	0.4688431215
559	0.4686364598
560	0.4685083038
561	0.4682578994
562	0.4680808189
563	0.4679657925
564	0.4677822361
565	0.4676939747
566	0.4676786313
567	0.4675085342
568	0.4673405773
569	0.467264144
570	0.4671363147
571	0.4669977308
572	0.4669563642
573	0.4668448928
574	0.4667532917
575	0.4666434353
576	0.4665004531
577	0.4663485092
578	0.4661946153
579	0.4660579656
580	0.4658814062
581	0.4657182398
582	0.465597856
583	0.4655101931
584	0.4653541247
585	0.4651603265
586	0.465149448
587	0.4649748447
588	0.4648697837
589	0.4646474843
590	0.4644977691
591	0.4643965819
592	0.4643135433
593	0.4641244881
594	0.4639699205
595	0.4637901212
596	0.4636662154
597	0.4635271336
598	0.463372758
599	0.4631795124
600	0.4629512643
601	0.4627459867
602	0.462573346
603	0.462459694
604	0.462231879
605	0.4620768734
606	0.4619268649
607	0.4618111274
608	0.4616328635
609	0.4615801422
610	0.4614111624
611	0.4612730048
612	0.461190677
613	0.4611211861
614	0.4610212962
615	0.4608877129
616	0.4607488546
617	0.460557544
618	0.4603830728
619	0.4602797841
620	0.4601523067
621	0.4599353998
622	0.4597495165
623	0.4596338963
624	0.4594810538
625	0.4593030234
626	0.459194096
627	0.4591110366
628	0.458966026
629	0.4588441409
630	0.4586516079
631	0.4585108075
632	0.4583108517
633	0.4582158295
634	0.4580808717
635	0.4579224573
636	0.4577111058
637	0.4575549876
638	0.4574185808
639	0.4573094645
640	0.4571350054
641	0.4569070892
642	0.4568206423
643	0.4566617643
644	0.4565192974
645	0.4563374202
646	0.4561999205
647	0.4561899758
648	0.4561456108
649	0.4559723011
650	0.4559078574
651	0.4557771255
652	0.4556911582
653	0.4555785662
654	0.4554979844
655	0.4553770936
656	0.4551960878
657	0.4550594598
658	0.4549358899
659	0.4547984312
660	0.4546622349
661	0.4545281583
662	0.4544311327
663	0.4542963123
664	0.4542304956
665	0.4541651556
666	0.4540402413
667	0.4538651044
668	0.4537277826
669	0.4535976711
670	0.4534696755
671	0.4534208071
672	0.4533311426
673	0.4532366687
674	0.453133502
675	0.4529365125
676	0.4528240727
677	0.4526518412
678	0.4525665893
679	0.4524540023
680	0.4523464292
681	0.4521320754
682	0.4519705806
683	0.4518935066
684	0.4517742407
685	0.4516481298
686	0.4514626272
687	0.4513699224
688	0.451232966
689	0.4510447287
690	0.450967543
691	0.4508633153
692	0.4506847847
693	0.4505793891
694	0.450481141
695	0.4503649726
696	0.4502543737
697	0.4501108145
698	0.4500146927
699	0.4499384739
700	0.4497541411
701	0.4496436748
702	0.4495241811
703	0.4493863329
704	0.4492632605
705	0.4491026058
706	0.4489945699
707	0.4489010531
708	0.4487884181
709	0.448660891
710	0.448484257
711	0.4482765825
712	0.4481727275
713	0.4480525714
714	0.4479369525
715	0.4477616465
716	0.4476385841
717	0.4475257398
718	0.4473592599
719	0.4472083812
720	0.447201524
721	0.4470052767
722	0.4469065462
723	0.446770368
724	0.4466258034
725	0.4464589393
726	0.44636011
727	0.446255777
728	0.446113678
729	0.4459483517
730	0.4458350316
731	0.4457153768
732	0.4456144548
733	0.4455087101
734	0.4453334646
735	0.4452164218
736	0.4450381886
737	0.4449158338
738	0.4447622652
739	0.44460921
740	0.4444760691
741	0.4443623405
742	0.4442632547
743	0.4441175762
744	0.4440041413
745	0.4439518685
746	0.4438393423
747	0.4436927967
748	0.4435500677
749	0.4434743901
750	0.4433502714
751	0.4431757778
752	0.4430111199
753	0.4428164265
754	0.4427104617
755	0.4425666838
756	0.4423724119
757	0.442242775
758	0.4421414752
759	0.4420493952
760	0.4419180962
761	0.4417892156
762	0.4416727015
763	0.4414947701
764	0.4413419776
765	0.4412120524
766	0.4411251914
767	0.4410304053
768	0.4409234148
769	0.4407980865
770	0.44056022
771	0.4404562267
772	0.4403508235
773	0.440178472
774	0.4400048508
775	0.4399376181
776	0.4398057967
777	0.4397029295
778	0.4396321339
779	0.439477146
780	0.4393843915
781	0.4392181883
782	0.4391337398
783	0.4389914307
784	0.4388665163
785	0.4386904868
786	0.4385286176
787	0.4383905093
788	0.4382216121
789	0.4381078601
790	0.4380087508
791	0.4379434055
792	0.4377902248
793	0.4376751896
794	0.437471583
795	0.4373448873
796	0.4372054365
797	0.43705367
798	0.4368417356
799	0.4367078702
800	0.4366250186
801	0.4364917206
802	0.4364268128
803	0.4362942707
804	0.4361260159
805	0.4360361006
806	0.4359527245
807	0.4357974763
808	0.4356393224
809	0.4355304595
810	0.4353345114
811	0.4351867588
812	0.4351105903
813	0.434965432
814	0.4347890122
815	0.4346924767
816	0.4344931054
817	0.434387292
818	0.434292799
819	0.4340706846
820	0.4339525718
821	0.4338357368
822	0.4336689265
823	0.4335764883
824	0.4334235718
825	0.4333611317
826	0.4333003008
827	0.4332292623
828	0.4330847301
829	0.4329493985
830	0.4327914975
831	0.4325975279
832	0.4324299307
833	0.4323262315
834	0.4321790554
835	0.4320720216
836	0.4319357139
837	0.4318019991
838	0.4316865613
839	0.4316141995
840	0.431515956
841	0.4313950035
842	0.4312528697
843	0.4311370763
844	0.4309638839
845	0.4308610978
846	0.4307986525
847	0.4306790918
848	0.4304866422
849	0.4303771522
850	0.4302037348
851	0.4300960038
852	0.430005077
853	0.4298646899
854	0.4297152813
855	0.4295530757
856	0.4294520368
857	0.4292926132
858	0.4291819948
859	0.4290641056
860	0.4289403923
861	0.4288598308
862	0.4287031223
863	0.4286404742
864	0.428552841
865	0.4284488916
866	0.4283573294
867	0.4281991186
868	0.4280655283
869	0.4279223265
870	0.4277870661
871	0.4276834047
872	0.427588922
873	0.4274677465
874	0.4273360861
875	0.4273311443
876	0.4272232159
877	0.4270891775
878	0.4269749705
879	0.4268323483
880	0.4267788349
881	0.4266682769
882	0.4265401517
883	0.4264168975
884	0.4263120071
885	0.42621077
886	0.4261238848
887	0.4259857126
888	0.4258759255
889	0.4257625562
890	0.4256437841
891	0.425532404
892	0.4253976637
893	0.425330117
894	0.4252539232
895	0.4250870482
896	0.4250326711
897	0.4249072362
898	0.4248540845
899	0.4247413737
900	0.424616304
901	0.4244661983
902	0.4243444425
903	0.4242092805
904	0.4241189516
905	0.4239923064
906	0.423788738
907	0.4236771202
908	0.4236063441
909	0.4235309508
910	0.4234472323
911	0.4233031288
912	0.4232262814
913	0.4231247287
914	0.422959469
915	0.4228358398
916	0.4227367343
917	0.4226188753
918	0.4225312345
919	0.4224099321
920	0.4222487964
921	0.4221571812
922	0.4220369593
923	0.421893433
924	0.4217609608
925	0.4216780596
926	0.4215800885
927	0.4214710677
928	0.4212828851
929	0.4211426531
930	0.4210384616
931	0.4209270618
932	0.4208707754
933	0.4207663566
934	0.4205914599
935	0.4204012579
936	0.4202959186
937	0.4202014248
938	0.4200990331
939	0.4199956241
940	0.4198668671
941	0.4197091536
942	0.4196461012
943	0.4195084138
944	0.4194155709
945	0.4193260102
946	0.4192168888
947	0.4191270402
948	0.4190693577
949	0.4189405497
950	0.4188663537
951	0.4187910536
952	0.4187307609
953	0.4186239946
954	0.4185686497
955	0.4185043124
956	0.4183805218
957	0.418294119
958	0.4181464222
959	0.4180173264
960	0.4179251608
961	0.4178141337
962	0.4176958567
963	0.4175696366
964	0.4174266416
965	0.417280589
966	0.4171097388
967	0.4169287779
968	0.4168628806
969	0.4167766524
970	0.4166048356
971	0.4165466915
972	0.4164172336
973	0.4163047807
974	0.4162104815
975	0.4161304068
976	0.415980429
977	0.4158125822
978	0.4156172253
979	0.4154105671
980	0.4153254924
981	0.4152527111
982	0.4151169049
983	0.4149695155
984	0.4148419661
985	0.4147607187
986	0.4146633571
987	0.4144944686
988	0.4143477355
989	0.414279627
990	0.4141921101
991	0.4141402315
992	0.4140263862
993	0.4139365632
994	0.4138611085
995	0.4138000825
996	0.4136776793
997	0.4135241358
998	0.4133672896
999	0.4132290708
